"language","license","rightsHolder","datasetID","institutionCode","accesRights","datasetName","taxonID","scientificName","kingdom","phylum","class","genus","specificEpithet","infraspecificEpithet","taxonRank"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:99404d1ed921e327db0218aec112f0b9","Aegopodium podagraria","Plantae","Angiospermae","Eudicotyledoneae","Aegopodium","podagraria",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:75c487dce16f261421f8d334ee4fce4c","Aeluropus littoralis","Plantae","Angiospermae","Monocotyledoneae","Aeluropus","littoralis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:e3fa4c0c66981446bbf6dff90b3b958b","Aeonium cuneatum","Plantae","Angiospermae","Eudicotyledoneae","Aeonium","cuneatum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:81497030f27472dc8b4c3a3edb022c4a","Aeonium haworthii","Plantae","Angiospermae","Eudicotyledoneae","Aeonium","haworthii",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3c963870f45518a79bea644fa219b841","Aeschynomene americana","Plantae","Angiospermae","Eudicotyledoneae","Aeschynomene","americana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:664ace62a4048c274f21cc6d5ef595d8","Aeschynomene indica","Plantae","Angiospermae","Eudicotyledoneae","Aeschynomene","indica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:69d221ad1b9d69876a902f28e11bec8a","Aesculus hippocastanum","Plantae","Angiospermae","Eudicotyledoneae","Aesculus","hippocastanum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:b2b15665f442acf312e0d1000072b08d","Aesculus indica","Plantae","Angiospermae","Eudicotyledoneae","Aesculus","indica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:dab111efbef9306aa795dbec7dca14ef","Aesculus pavia","Plantae","Angiospermae","Eudicotyledoneae","Aesculus","pavia",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:b46a0ceff23805edbcdabcf5790db564","Aesculus x carnea","Plantae","Angiospermae","Eudicotyledoneae","Aesculus","carnea",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:b6d0e1f16164d69bdb54cc9c2a2201fd","Aethusa cynapium agrestis","Plantae","Angiospermae","Eudicotyledoneae","Aethusa","cynapium","agrestis","infraspecies"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:bdec6eca96a7c34fd5fe49c567c609c0","Agapanthus praecox","Plantae","Angiospermae","Monocotyledoneae","Agapanthus","praecox",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3a7825d904214fdaecc737a6425d1958","Agave americana","Plantae","Angiospermae","Monocotyledoneae","Agave","americana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:c7f9877c69c2c63234b168d19fe9438c","Ageratina adenophora","Plantae","Angiospermae","Eudicotyledoneae","Ageratina","adenophora",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:7563f50c021e46db165cb75eeac27b98","Ageratum conyzoides","Plantae","Angiospermae","Eudicotyledoneae","Ageratum","conyzoides",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:d4945b9f460b9bc63fa94e2ff5275925","Ageratum houstonianum","Plantae","Angiospermae","Eudicotyledoneae","Ageratum","houstonianum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:6b63515984c25f2d15a309af2f9b21be","Agrimonia procera","Plantae","Angiospermae","Eudicotyledoneae","Agrimonia","procera",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:0e204fa649abc877e7fdcf1c4ff8cfaf","Agropogon x robinsonii","Plantae","Angiospermae","Eudicotyledoneae","Agropogon","robinsonii",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:423f9a4001d6af9d0ab5b399627622c7","Agropyron pectinatum","Plantae","Angiospermae","Monocotyledoneae","Agropyron","pectinatum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:a3d7c4b9d2cf95b68c537efbd028959c","Agrostemma githago","Plantae","Angiospermae","Eudicotyledoneae","Agrostemma","githago",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:5b2cd3ae1a716a81d23badacc0844c96","Agrostemma gracile","Plantae","Angiospermae","Eudicotyledoneae","Agrostemma","gracile",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:8093da218275a614e1f2e85987978ba4","Agrostis avenacea","Plantae","Angiospermae","Monocotyledoneae","Agrostis","avenacea",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:4c0e579f4fd7ec6525c216300070b441","Agrostis billardierei","Plantae","Angiospermae","Monocotyledoneae","Agrostis","billardierei",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:7ec4d1d02f9109f75f36097d2e9b5ace","Agrostis castellana","Plantae","Angiospermae","Monocotyledoneae","Agrostis","castellana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:5a80bc24b21c599c2285db5082bf4919","Agrostis eriantha","Plantae","Angiospermae","Monocotyledoneae","Agrostis","eriantha",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:c562b3c129d327a24638f6b08c9b96b5","Agrostis exarata","Plantae","Angiospermae","Monocotyledoneae","Agrostis","exarata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:f06c32cc3c042ff23fa84b4df90e4538","Agrostis gigantea","Plantae","Angiospermae","Monocotyledoneae","Agrostis","gigantea",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:4637af8a1573c655d6ae0cc577494e0a","Agrostis gigantea x stolonifera","Plantae","Angiospermae","Monocotyledoneae",,,,"hybrid"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:b7fbb45703387a1a6c0592505b51d54e","Agrostis hyemalis","Plantae","Angiospermae","Monocotyledoneae","Agrostis","hyemalis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:649d956d3c0802e40c0252cc25ce8758","Agrostis lachnantha","Plantae","Angiospermae","Monocotyledoneae","Agrostis","lachnantha",,"species"
